Gm#,Date,,Tm,AwayTeam,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,HomeStreak,HomeGame,Index,year
48,201705240,boxscore,ARI,CHW,W,8,6,,29-19,2, 2.0,Chafin,Quintana,Rodney,3:02,D,"18,002",+++,True,688,2017
46,201705250,boxscore,WSN,SEA,L,2,4,,28-18,1,up 7.5,Miranda,Turner,Diaz,3:18,D,"18,881",-,True,689,2017
46,201705250,boxscore,BOS,TEX,W,6,2,,25-21,3, 3.0,Pomeranz,Martinez,,3:23,N,"33,484",++++,True,690,2017
45,201705250,boxscore,ATL,PIT,L,4,9,,20-25,2, 7.5,Nova,Colon,,2:41,D,"33,713",--,True,691,2017
47,201705250,boxscore,MIL,ARI,L,0,4,,25-22,2, 0.5,Ray,Davies,,2:45,N,"30,081",----,True,692,2017
48,201705250,boxscore,LAD,STL,W,7,3,,28-20,3, 2.5,Maeda,Wacha,Ryu,3:03,N,"47,427",+,True,693,2017
48,201705250,boxscore,HOU,DET,W,7,6,,32-16,1,up 8.0,Gregerson,Wilson,Giles,3:30,N,"25,046",+,True,694,2017
46,201705250,boxscore,CHC,SFG,W,5,1,,25-21,1,up 0.5,Butler,Samardzija,Montgomery,2:33,D,"37,513",+++,True,695,2017
50,201705250,boxscore,TBR,LAA,W,4,0,,25-25,4, 5.0,Andriese,Wright,,3:04,D,"9,459",++,True,696,2017
45,201705250,boxscore,PHI,COL,W-wo,2,1,11,16-29,4, 11.5,Gomez,Oberg,,3:39,D,"18,143",+,True,697,2017
45,201705250,boxscore,NYM,SDP,L,3,4,,19-26,3, 8.5,Lamet,Montero,Hand,3:16,N,"24,131",--,True,698,2017
48,201705260,boxscore,TOR,TEX,W,7,6,,22-26,5, 6.5,Loup,Griffin,Osuna,3:30,N,"40,754",++++,True,699,2017
44,201705260,boxscore,MIN,TBR,L,2,5,,25-19,1,up 2.0,Archer,Santiago,Colome,3:04,N,"20,949",-,True,700,2017
46,201705260,boxscore,MIA,LAA,W,8,5,,17-29,4, 11.5,Straily,Chavez,Ramos,3:13,N,"18,346",+,True,701,2017
49,201705260,boxscore,LAD,CHC,W,4,0,,29-20,3, 2.5,Wood,Arrieta,,2:49,N,"45,017",++,True,702,2017
45,201705260,boxscore,NYY,OAK,L,1,4,,27-18,1,up 2.0,Manaea,Tanaka,,3:09,N,"39,044",-,True,703,2017
49,201705260,boxscore,PIT,NYM,L,1,8,,22-27,5, 4.0,deGrom,Kuhl,,2:57,N,"29,408",-,True,704,2017
47,201705260,boxscore,BOS,SEA,W,3,0,,26-21,2, 2.0,Rodriguez,Gallardo,Kimbrel,3:11,N,"35,080",+++++,True,705,2017
46,201705260,boxscore,CHW,DET,W,8,2,,21-25,4, 5.0,Pelfrey,Boyd,,3:42,N,"17,842",+,True,706,2017
47,201705260,boxscore,WSN,SDP,W,5,1,,29-18,1,up 7.5,Scherzer,Perdomo,Glover,2:25,N,"28,606",+,True,707,2017
50,201705260,boxscore,COL,STL,W,10,0,,32-18,1,up 1.0,Senzatela,Martinez,,2:25,N,"40,312",+,True,708,2017
46,201705260,boxscore,PHI,CIN,L,2,5,,16-30,5, 12.5,Adleman,Nola,Iglesias,2:34,N,"21,388",-,True,709,2017
48,201705260,boxscore,MIL,ARI,L,2,4,10,25-23,2, 0.5,McFarland,Peralta,Rodney,3:24,N,"25,391",-----,True,710,2017
46,201705260,boxscore,CLE,KCR,L,4,6,,24-22,2, 2.0,Minor,Shaw,Herrera,2:57,N,"29,603",--,True,711,2017
50,201705260,boxscore,SFG,ATL,L,0,2,,20-30,4, 12.0,Garcia,Cain,Johnson,2:40,N,"41,326",----,True,712,2017
49,201705260,boxscore,HOU,BAL,W,2,0,,33-16,1,up 9.0,Musgrove,Gausman,Giles,2:31,N,"31,380",++,True,713,2017
48,201705270,boxscore,BOS,SEA,W,6,0,,27-21,2, 2.0,Johnson,Whalen,,2:23,D,"36,985",++++++,True,714,2017
50,201705270,boxscore,HOU,BAL,W,5,2,,34-16,1,up 9.0,Keuchel,Miley,Harris,2:56,N,"32,761",+++,True,715,2017
45,201705270,boxscore,MIN,TBR,W,5,3,,26-19,1,up 3.0,Rogers,Farquhar,Kintzler,3:35,D,"27,531",+,True,716,2017
48,201705270,boxscore,WSN,SDP,W,3,0,,30-18,1,up 8.5,Strasburg,Richard,Glover,2:49,D,"37,357",++,True,717,2017
50,201705270,boxscore,PIT,NYM,W-wo,5,4,10,23-27,5, 3.5,Watson,Pill,,3:33,N,"31,658",+,True,718,2017
47,201705270,boxscore,PHI,CIN,W-wo,4,3,,17-30,4, 12.5,Neris,Lorenzen,,2:47,D,"30,100",+,True,719,2017
49,201705270,boxscore,TOR,TEX,W,3,1,,23-26,5, 6.5,Estrada,Darvish,Osuna,3:16,D,"46,825",+++++,True,720,2017
51,201705270,boxscore,COL,STL,L,0,3,,32-19,1,up 1.0,Wainwright,Freeland,Oh,3:15,N,"48,106",-,True,721,2017
51,201705270,boxscore,SFG,ATL,W,6,3,,21-30,4, 11.0,Blach,Foltynewicz,Melancon,2:31,N,"41,355",+,True,722,2017
46,201705270,boxscore,NYY,OAK,W,3,2,,28-18,1,up 2.0,Sabathia,Cotton,Betances,3:14,D,"40,218",+,True,723,2017
47,201705270,boxscore,MIA,LAA,L,2,5,,17-30,4, 12.5,Ramirez,Worley,,3:03,D,"19,366",-,True,724,2017
47,201705270,boxscore,CLE,KCR,L,2,5,,24-23,2, 3.0,Vargas,Salazar,Herrera,3:06,D,"30,920",---,True,725,2017
50,201705270,boxscore,LAD,CHC,W,5,0,,30-20,3, 1.5,McCarthy,Lackey,Stripling,2:41,D,"48,322",+++,True,726,2017
49,201705270,boxscore,MIL,ARI,W,6,1,,26-23,1,up 0.5,Anderson,Greinke,,2:52,D,"29,746",+,True,727,2017
47,201705271,boxscore,CHW,DET,W,3,0,,22-25,4, 5.5,Danish,Fulmer,Robertson,2:54,D,,++,True,728,2017
48,201705272,boxscore,CHW,DET,L,3,4,,22-26,4, 5.5,Farmer,Holland,,3:14,D,"26,327",-,True,729,2017
48,201705280,boxscore,CLE,KCR,W,10,1,,25-23,2, 2.0,Tomlin,Duffy,,2:48,D,"23,136",+,True,730,2017
52,201705280,boxscore,COL,STL,W,8,4,,33-19,1,up 1.5,Marquez,Lynn,,2:52,D,"48,372",+,True,731,2017
49,201705280,boxscore,CHW,DET,W,7,3,,23-26,3, 4.5,Gonzalez,Zimmermann,Robertson,2:44,D,"27,578",+,True,732,2017
49,201705280,boxscore,WSN,SDP,L,3,5,,30-19,1,up 8.5,Yates,Ross,Maurer,3:19,D,"30,243",-,True,733,2017
46,201705280,boxscore,MIN,TBR,L,6,8,15,26-20,1,up 2.0,Colome,Santiago,Ramirez,6:26,D,"28,951",-,True,734,2017
51,201705280,boxscore,LAD,CHC,W,9,4,,31-20,2, 1.5,Fields,Lester,,3:28,D,"47,732",++++,True,735,2017
47,201705280,boxscore,NYY,OAK,W,9,5,,29-18,1,up 3.0,Pineda,Triggs,Warren,3:09,D,"45,232",++,True,736,2017
50,201705280,boxscore,MIL,ARI,W,9,5,,27-23,1,up 1.5,Nelson,Corbin,Barnes,3:08,D,"41,698",++,True,737,2017
52,201705280,boxscore,SFG,ATL,W,7,1,,22-30,4, 11.0,Cueto,Dickey,,2:29,D,"42,343",++,True,738,2017
48,201705280,boxscore,MIA,LAA,W,9,2,,18-30,4, 11.5,Urena,Shoemaker,,3:28,D,"20,444",+,True,739,2017
49,201705280,boxscore,BOS,SEA,L,0,5,,27-22,2, 3.0,Bergman,Porcello,,3:14,D,"37,174",-,True,740,2017
50,201705280,boxscore,TOR,TEX,L,1,3,,23-27,5, 7.5,Cashner,Biagini,Bush,2:53,D,"46,188",-,True,741,2017
51,201705280,boxscore,PIT,NYM,L,2,7,,23-28,5, 4.5,Harvey,Glasnow,,3:13,N,"21,828",-,True,742,2017
51,201705280,boxscore,HOU,BAL,W,8,4,,35-16,1,up10.0,McCullers,Asher,,2:58,D,"34,720",++++,True,743,2017
48,201705280,boxscore,PHI,CIN,L,4,8,,17-31,5, 12.5,Feldman,Eflin,,2:50,D,"25,413",-,True,744,2017
52,201705290,boxscore,PIT,ARI,W-wo,4,3,,24-28,5, 3.5,Watson,Bradley,,3:02,D,"16,939",+,True,745,2017
50,201705290,boxscore,CHW,BOS,W,5,4,,24-26,3, 3.5,Minaya,Barnes,Robertson,3:16,D,"27,148",++,True,746,2017
48,201705290,boxscore,STL,LAD,L,1,5,,24-24,2, 1.5,Hill,Leake,,2:50,D,"46,241",--,True,747,2017
50,201705290,boxscore,KCR,DET,L,7,10,,21-29,5, 6.5,Rodriguez,Soria,Wilson,3:40,N,"28,419",--,True,748,2017
47,201705290,boxscore,MIN,HOU,L,8,16,,26-21,1,up 1.0,Jankowski,Breslow,,3:44,D,"24,472",--,True,749,2017
51,201705290,boxscore,TOR,CIN,W,17,2,,24-27,5, 6.5,Stroman,Bonilla,,3:06,N,"29,844",+,True,750,2017
49,201705290,boxscore,NYM,MIL,W,4,2,,22-27,2, 8.5,Gsellman,Garza,Reed,2:50,D,"34,830",++,True,751,2017
53,201705290,boxscore,SFG,WSN,L,0,3,,22-31,4, 11.0,Roark,Moore,Glover,3:03,D,"41,969",-,True,752,2017
49,201705290,boxscore,CLE,OAK,W,5,3,,26-23,2, 1.0,Carrasco,Mengden,Allen,2:50,D,"20,792",++,True,753,2017
49,201705290,boxscore,MIA,PHI,W,4,1,,19-30,4, 11.5,Volquez,Hellickson,Ramos,2:37,N,"17,032",++,True,754,2017
52,201705290,boxscore,TEX,TBR,L,8,10,,25-27,2, 11.0,De Leon,Barnette,Colome,3:48,N,"35,914",-,True,755,2017
53,201705290,boxscore,SDP,CHC,W,5,2,,20-33,5, 13.0,Torres,Hendricks,Maurer,2:59,D,"41,414",++,True,756,2017
53,201705290,boxscore,COL,SEA,L,5,6,,33-20,1,up 0.5,Gaviglio,Chatwood,Diaz,3:25,D,"40,298",-,True,757,2017
49,201705290,boxscore,BAL,NYY,W,3,2,,26-23,3, 3.5,Bundy,Montgomery,Brach,2:54,D,"40,242",+,True,758,2017
54,201705290,boxscore,LAA,ATL,L,3,6,,26-28,2, 11.0,Teheran,Nolasco,Johnson,2:50,N,"38,251",--,True,759,2017
54,201705300,boxscore,SFG,WSN,L,3,6,,22-32,4, 11.5,Gonzalez,Samardzija,Glover,3:32,N,"41,266",--,True,760,2017
51,201705300,boxscore,KCR,DET,W,1,0,,22-29,5, 5.5,Skoglund,Verlander,Herrera,2:45,N,"21,864",+,True,761,2017
55,201705300,boxscore,LAA,ATL,W,9,3,,27-28,2, 11.0,Bridwell,Colon,,2:47,N,"32,028",+,True,762,2017
54,201705300,boxscore,SDP,CHC,W,6,2,,21-33,5, 12.5,Lamet,Butler,,2:52,N,"33,232",+++,True,763,2017
50,201705300,boxscore,CLE,OAK,W,9,4,,27-23,1, Tied,Bauer,Gray,,2:58,N,"14,184",+++,True,764,2017
50,201705300,boxscore,BAL,NYY,L,3,8,,26-24,3, 4.5,Severino,Tillman,,3:19,N,"16,126",-,True,765,2017
53,201705300,boxscore,PIT,ARI,L,0,3,,24-29,5, 3.5,Ray,Nova,,2:10,N,"14,996",-,True,766,2017
53,201705300,boxscore,TEX,TBR,W,9,5,,26-27,2, 11.0,Kela,Whitley,,3:14,N,"22,942",+,True,767,2017
50,201705300,boxscore,MIA,PHI,W,7,2,,20-30,4, 11.5,McGowan,Velasquez,,3:07,N,"16,241",+++,True,768,2017
50,201705300,boxscore,NYM,MIL,W-wo,5,4,12,23-27,2, 8.5,Smoker,Peralta,,4:24,N,"24,457",+++,True,769,2017
51,201705300,boxscore,CHW,BOS,L,7,13,,24-27,3, 3.5,Sale,Quintana,Kimbrel,3:53,N,"21,852",-,True,770,2017
48,201705300,boxscore,MIN,HOU,L,2,7,,26-22,1, Tied,Fiers,Berrios,,3:01,N,"22,616",---,True,771,2017
52,201705300,boxscore,TOR,CIN,W,6,4,,25-27,5, 6.5,Smith,Wood,Osuna,2:53,N,"32,747",++,True,772,2017
49,201705300,boxscore,STL,LAD,L,4,9,,24-25,2, 1.5,Morrow,Wacha,,3:55,N,"38,466",---,True,773,2017
54,201705300,boxscore,COL,SEA,L,4,10,,33-21,2, 0.5,Miranda,Anderson,,3:11,N,"33,258",--,True,774,2017
50,201705310,boxscore,STL,LAD,W,2,1,,25-25,2, 1.5,Martinez,Stripling,Oh,2:19,N,"40,304",+,True,775,2017
55,201705310,boxscore,SFG,WSN,L,1,3,,22-33,4, 11.5,Scherzer,Cain,,2:45,N,"41,371",---,True,776,2017
51,201705310,boxscore,BAL,NYY,W,10,4,,27-24,3, 3.5,Gausman,Tanaka,,3:18,N,"22,983",+,True,777,2017
53,201705310,boxscore,TOR,CIN,W,5,4,,26-27,5, 5.5,Grilli,Peralta,Osuna,2:53,D,"44,058",+++,True,778,2017
52,201705310,boxscore,KCR,DET,L,5,6,,22-30,5, 5.5,Saupold,Kennedy,Wilson,3:19,N,"24,347",-,True,779,2017
54,201705310,boxscore,PIT,ARI,L,5,6,14,24-30,5, 4.5,McFarland,Marinez,,4:40,D,"20,990",--,True,780,2017
52,201705310,boxscore,CHW,BOS,L,1,4,,24-28,4, 3.5,Pomeranz,Swarzak,Kimbrel,2:59,N,"19,075",--,True,781,2017
54,201705310,boxscore,TEX,TBR,L,5,7,10,26-28,3, 12.0,Pruitt,Dyson,Colome,3:45,N,"24,410",-,True,782,2017
51,201705310,boxscore,NYM,MIL,L,1,7,,23-28,2, 9.5,Guerra,deGrom,,3:17,N,"26,517",-,True,783,2017
51,201705310,boxscore,CLE,OAK,L,1,3,,27-24,1, Tied,Manaea,Clevinger,Casilla,2:30,N,"16,784",-,True,784,2017
56,201705310,boxscore,LAA,ATL,W,2,1,,28-28,2, 11.0,Parker,Vizcaino,Norris,2:49,N,"35,795",++,True,785,2017
49,201705310,boxscore,MIN,HOU,L,6,17,,26-23,1, Tied,Feliz,Santiago,,3:35,D,"25,593",----,True,786,2017
54,201705310,boxscore,SEA,COL,W,5,0,,25-29,4, 13.0,Paxton,Senzatela,,2:46,N,"16,750",++++,True,787,2017
51,201705310,boxscore,MIA,PHI,W,10,2,,21-30,4, 11.5,Straily,Nola,,3:16,D,"15,197",++++,True,788,2017
55,201705310,boxscore,SDP,CHC,W,2,1,,22-33,4, 11.5,Hand,Uehara,Maurer,2:25,D,"23,995",++++,True,789,2017
54,201706010,boxscore,TOR,NYY,L,2,12,,26-28,5, 6.5,Sabathia,Estrada,,3:10,N,"37,722",-,True,790,2017
51,201706010,boxscore,STL,LAD,W,2,0,,26-25,2, 1.5,Wainwright,McCarthy,Oh,3:07,D,"40,477",++,True,791,2017
55,201706010,boxscore,SEA,COL,L,3,6,,25-30,4, 13.5,Freeland,Gallardo,Holland,3:28,D,"21,536",-,True,792,2017
52,201706010,boxscore,NYM,MIL,L,1,2,,23-29,2, 10.0,Anderson,Wheeler,Knebel,3:02,D,"35,123",--,True,793,2017
52,201706010,boxscore,CLE,OAK,W,8,0,,28-24,1, Tied,Kluber,Cotton,,2:56,D,"19,767",+,True,794,2017
57,201706010,boxscore,LAA,MIN,L,2,4,,28-29,2, 11.5,Rogers,Alvarez,Kintzler,3:19,N,"33,426",-,True,795,2017
52,201706010,boxscore,BAL,BOS,W,7,5,,28-24,3, 3.5,Miley,Rodriguez,,2:38,N,"20,150",++,True,796,2017
52,201706010,boxscore,MIA,ARI,L,2,3,,21-31,4, 12.0,Greinke,Barraclough,Rodney,3:00,N,"16,433",-,True,797,2017
58,201706020,boxscore,LAA,MIN,L,5,11,,28-30,2, 12.5,Gibson,Ramirez,,3:19,N,"39,042",--,True,798,2017
55,201706020,boxscore,MIL,LAD,L,1,2,12,29-26,1,up 1.5,Jansen,Feliz,,3:57,N,"30,140",-,True,799,2017
56,201706020,boxscore,SEA,TBR,W,12,4,,26-30,4, 13.5,Bergman,Odorizzi,,3:09,N,"27,933",+,True,800,2017
53,201706020,boxscore,CIN,ATL,W-wo,3,2,10,25-28,4, 3.0,Iglesias,Ramirez,,3:03,N,"27,300",+,True,801,2017
55,201706020,boxscore,TOR,NYY,W,7,5,,27-28,5, 5.5,Liriano,Pineda,Osuna,3:13,N,"44,261",+,True,802,2017
53,201706020,boxscore,CHC,STL,W,3,2,,26-27,3, 2.0,Strop,Rosenthal,Davis,2:47,D,"41,051",+,True,803,2017
52,201706020,boxscore,PHI,SFG,L,0,10,,17-35,5, 16.5,Blach,Eickhoff,,2:55,N,"22,491",-----,True,804,2017
53,201706020,boxscore,KCR,CLE,W,4,0,,23-30,5, 6.0,Vargas,Tomlin,,2:19,N,"33,408",+,True,805,2017
55,201706020,boxscore,TEX,HOU,L,1,7,,26-29,3, 13.0,Keuchel,Darvish,,2:58,N,"39,729",--,True,806,2017
54,201706020,boxscore,OAK,WSN,L,3,13,,23-31,5, 15.5,Strasburg,Triggs,,3:15,N,"20,813",--,True,807,2017
54,201706020,boxscore,DET,CHW,W,15,5,,26-28,3, 3.5,Fulmer,Holland,,3:01,N,"28,619",++,True,808,2017
53,201706020,boxscore,MIA,ARI,W,7,5,,22-31,4, 12.0,McGowan,Corbin,Ramos,3:00,N,"17,413",+,True,809,2017
56,201706020,boxscore,SDP,COL,W,8,5,,23-33,4, 11.0,Richard,Marquez,Maurer,3:02,N,"20,932",+++++,True,810,2017
53,201706020,boxscore,BAL,BOS,W,3,2,,29-24,2, 2.5,Asher,Porcello,Brach,2:59,N,"33,193",+++,True,811,2017
53,201706020,boxscore,NYM,PIT,L,7,12,,23-30,2, 11.0,Cole,Sewald,,3:18,N,"33,047",---,True,812,2017
56,201706030,boxscore,MIL,LAD,L,8,10,,29-27,1,up 1.0,Morrow,Torres,Jansen,4:07,D,"34,354",--,True,813,2017
55,201706030,boxscore,OAK,WSN,W,10,4,,24-31,5, 15.5,Hendriks,Ross,,3:33,D,"23,921",+,True,814,2017
56,201706030,boxscore,TOR,NYY,L,0,7,,27-29,5, 6.5,Montgomery,Biagini,,3:00,D,"47,226",-,True,815,2017
54,201706030,boxscore,MIA,ARI,W,3,0,,23-31,4, 11.0,Volquez,Delgado,,2:31,D,"21,548",++,True,816,2017
54,201706030,boxscore,CHC,STL,W,5,3,,27-27,2, 1.0,Rondon,Leake,Davis,2:35,D,"41,164",++,True,817,2017
57,201706030,boxscore,SDP,COL,L,1,10,,23-34,4, 12.0,Chatwood,Chacin,,2:52,D,"20,996",-,True,818,2017
53,201706030,boxscore,PHI,SFG,W,5,3,,18-35,5, 15.5,Lively,Cueto,Gomez,2:50,D,"32,413",+,True,819,2017
54,201706030,boxscore,CIN,ATL,L,5,6,12,25-29,4, 3.0,Johnson,Wood,,4:20,D,"26,485",-,True,820,2017
56,201706030,boxscore,TEX,HOU,L,5,6,,26-30,4, 14.0,Devenski,Cashner,Giles,3:46,N,"44,168",---,True,821,2017
55,201706030,boxscore,DET,CHW,W,10,1,,27-28,3, 2.5,Zimmermann,Gonzalez,,3:14,D,"33,188",+++,True,822,2017
54,201706030,boxscore,NYM,PIT,W,4,2,,24-30,2, 10.0,Gsellman,Glasnow,Reed,3:06,N,"34,035",+,True,823,2017
54,201706030,boxscore,BAL,BOS,L,2,5,,29-25,3, 3.5,Price,Bundy,Kimbrel,3:22,N,"35,470",-,True,824,2017
57,201706030,boxscore,SEA,TBR,W,9,2,,27-30,3, 13.5,Gaviglio,Cobb,,2:59,N,"26,995",++,True,825,2017
59,201706030,boxscore,LAA,MIN,W,7,2,,29-30,2, 12.5,Shoemaker,Santana,,3:18,N,"40,236",+,True,826,2017
54,201706030,boxscore,KCR,CLE,W,12,5,,24-30,4, 5.0,Hammel,Carrasco,,3:14,D,"26,497",++,True,827,2017
55,201706040,boxscore,CIN,ATL,L,8,13,,25-30,4, 4.0,Teheran,Garrett,,3:23,D,"26,227",--,True,828,2017
57,201706040,boxscore,TOR,NYY,W,3,2,,28-29,4, 5.5,Smith,Clippard,Osuna,2:27,D,"46,782",+,True,829,2017
55,201706040,boxscore,MIA,ARI,W,6,5,,24-31,3, 11.0,Wittgren,De La Rosa,Ramos,3:32,D,"20,387",+++,True,830,2017
56,201706040,boxscore,DET,CHW,W-wo,7,4,,28-28,3, 2.5,Wilson,Robertson,,4:07,D,"30,208",++++,True,831,2017
58,201706040,boxscore,SEA,TBR,W,7,1,,28-30,2, 13.5,Miranda,Ramirez,,2:41,D,"28,579",+++,True,832,2017
60,201706040,boxscore,LAA,MIN,L,2,3,,29-31,2, 13.5,Berrios,Nolasco,Kintzler,3:13,D,"39,701",-,True,833,2017
55,201706040,boxscore,KCR,CLE,L,0,8,,24-31,4, 6.0,Otero,Skoglund,,2:58,D,"28,185",-,True,834,2017
55,201706040,boxscore,NYM,PIT,L,1,11,,24-31,3, 11.0,Williams,Pill,,2:54,D,"35,323",-,True,835,2017
55,201706040,boxscore,BAL,BOS,L,3,7,,29-26,3, 3.5,Sale,Tillman,,3:06,D,"31,819",--,True,836,2017
57,201706040,boxscore,MIL,LAD,W,3,0,,30-27,1,up 1.0,Davies,Maeda,Knebel,3:12,D,"30,330",+,True,837,2017
56,201706040,boxscore,OAK,WSN,L,10,11,,24-32,5, 16.5,Roark,Madson,Kelley,3:12,D,"21,265",-,True,838,2017
55,201706040,boxscore,CHC,STL,W,7,6,,28-27,2, 1.0,Strop,Bowman,Uehara,3:00,N,"39,868",+++,True,839,2017
57,201706040,boxscore,TEX,HOU,L,2,7,,26-31,4, 15.0,Peacock,Perez,,3:18,D,"39,204",----,True,840,2017
58,201706040,boxscore,SDP,COL,L,1,3,,23-35,4, 12.5,Hoffman,Cosart,Holland,3:06,D,"24,763",--,True,841,2017
54,201706040,boxscore,PHI,SFG,W,9,7,,19-35,5, 15.5,Neshek,Law,Neris,3:28,D,"25,063",++,True,842,2017
59,201706050,boxscore,LAD,WSN,L,2,4,,35-24,2, 1.0,Gonzalez,Ryu,Perez,3:05,N,"46,289",--,True,843,2017
56,201706050,boxscore,KCR,HOU,L,3,7,,24-32,5, 6.5,Fiers,Kennedy,,3:09,N,"21,892",--,True,844,2017
57,201706050,boxscore,OAK,TOR,W,5,3,,25-32,5, 16.5,Manaea,Happ,Casilla,3:05,N,"12,890",+,True,845,2017
55,201706050,boxscore,ATL,PHI,L,4,11,,24-31,2, 11.5,Pivetta,Colon,,3:18,N,"20,942",-,True,846,2017
58,201706050,boxscore,MIL,SFG,L,2,7,,30-28,1, Tied,Samardzija,Scahill,,3:05,N,"21,452",-,True,847,2017
56,201706050,boxscore,CHC,MIA,W,3,1,,29-27,1, Tied,Butler,Straily,Montgomery,2:16,N,"34,037",++++,True,848,2017
56,201706050,boxscore,CIN,STL,W,4,2,,26-30,4, 3.0,Bonilla,Martinez,Iglesias,2:35,N,"16,325",+,True,849,2017
56,201706060,boxscore,ATL,PHI,L,1,3,,24-32,2, 12.5,Nola,Garcia,Neshek,2:42,N,"23,489",--,True,850,2017
60,201706060,boxscore,ARI,SDP,W,10,2,,35-25,2, 2.0,Ray,Lamet,,2:52,N,"25,883",+,True,851,2017
56,201706060,boxscore,BAL,PIT,W-wo,6,5,10,30-26,3, 2.5,Brach,LeBlanc,,3:25,N,"26,724",+,True,852,2017
58,201706060,boxscore,TEX,NYM,W,10,8,,27-31,4, 14.5,Bibens-Dirkx,deGrom,,3:19,N,"32,617",+,True,853,2017
55,201706060,boxscore,NYY,BOS,L,4,5,,32-23,1,up 1.0,Pomeranz,Tanaka,Kimbrel,3:35,N,"41,516",--,True,854,2017
57,201706060,boxscore,KCR,HOU,W-wo,9,7,,25-32,5, 5.5,Minor,Giles,,3:10,N,"20,974",+,True,855,2017
57,201706060,boxscore,CHC,MIA,W,10,2,,30-27,1, Tied,Arrieta,Locke,,3:01,N,"34,082",+++++,True,856,2017
58,201706060,boxscore,OAK,TOR,W,4,1,,26-32,5, 15.5,Hahn,Estrada,Casilla,2:45,N,"16,643",++,True,857,2017
59,201706060,boxscore,SEA,MIN,W,12,3,,29-30,2, 13.0,Paxton,Santiago,,3:26,N,"18,166",++++,True,858,2017
60,201706060,boxscore,TBR,CHW,L,2,4,,29-31,4, 5.5,Beck,Archer,Robertson,3:29,N,"14,590",----,True,859,2017
57,201706060,boxscore,CIN,STL,W,13,1,,27-30,3, 3.0,Adleman,Wainwright,,2:47,N,"18,620",++,True,860,2017
59,201706060,boxscore,MIL,SFG,W,5,2,,31-28,1, Tied,Anderson,Cain,Knebel,2:35,N,"21,214",+,True,861,2017
57,201706060,boxscore,DET,LAA,L,3,5,,28-29,3, 2.5,Chavez,Norris,Norris,3:14,N,"24,175",-,True,862,2017
60,201706060,boxscore,COL,CLE,W,11,3,,37-23,1,up 2.0,Senzatela,Clevinger,,2:54,N,"39,508",+++,True,863,2017
60,201706060,boxscore,LAD,WSN,L,1,2,,35-25,2, 2.0,Scherzer,McCarthy,Glover,2:57,N,"44,250",---,True,864,2017
60,201706070,boxscore,SEA,MIN,W-wo,6,5,,30-30,2, 12.0,Diaz,Kintzler,,2:43,N,"15,732",+++++,True,865,2017
57,201706070,boxscore,ATL,PHI,W,14,1,,25-32,2, 11.5,Foltynewicz,Eickhoff,,2:58,N,"24,185",+,True,866,2017
58,201706070,boxscore,CIN,STL,W,6,4,,28-30,3, 3.0,Peralta,Cecil,Iglesias,2:45,N,"20,891",+++,True,867,2017
59,201706070,boxscore,TEX,NYM,L,3,4,,27-32,4, 14.5,Blevins,Bush,Reed,3:10,N,"32,477",-,True,868,2017
58,201706070,boxscore,CHC,MIA,L,5,6,,30-28,2, 1.0,Urena,Lackey,Ramos,3:06,N,"37,294",-,True,869,2017
57,201706070,boxscore,BAL,PIT,W-wo,9,6,11,31-26,3, 2.5,Givens,LeBlanc,,4:08,N,"19,957",++,True,870,2017
60,201706070,boxscore,MIL,SFG,W,6,3,,32-28,1,up 1.0,Nelson,Blach,Knebel,2:41,N,"20,580",++,True,871,2017
58,201706070,boxscore,KCR,HOU,W,7,5,,26-32,4, 4.5,Vargas,Diaz,Herrera,3:11,N,"25,628",++,True,872,2017
56,201706070,boxscore,NYY,BOS,W,8,0,,33-23,1,up 2.0,Sabathia,Porcello,,2:42,N,"44,380",+,True,873,2017
61,201706070,boxscore,COL,CLE,W,8,1,,38-23,1,up 2.0,Freeland,Bauer,,3:27,D,"36,909",++++,True,874,2017
59,201706070,boxscore,OAK,TOR,L,5,7,10,26-33,5, 15.5,Tepera,Montas,Osuna,3:20,D,"15,076",-,True,875,2017
61,201706070,boxscore,TBR,CHW,W,3,1,,30-31,4, 5.5,Faria,Pelfrey,Colome,2:53,N,"9,313",+,True,876,2017
61,201706070,boxscore,LAD,WSN,W,2,1,,36-25,2, 2.0,Kershaw,Strasburg,Jansen,2:45,D,"43,230",+,True,877,2017
61,201706070,boxscore,ARI,SDP,W,7,4,,36-25,2, 2.0,Greinke,Perdomo,Rodney,3:48,N,"22,079",++,True,878,2017
58,201706070,boxscore,DET,LAA,W,4,0,,29-29,3, 1.5,Farmer,Meyer,,2:58,N,"24,958",+,True,879,2017
59,201706080,boxscore,CHC,COL,L,1,4,,30-29,2, 1.0,Chatwood,Lester,Holland,2:44,N,"39,385",--,True,880,2017
59,201706080,boxscore,CIN,STL,W,5,2,,29-30,3, 2.0,Feldman,Leake,Iglesias,2:21,D,"28,917",++++,True,881,2017
60,201706080,boxscore,PIT,MIA,L,1,7,,26-34,5, 5.5,Volquez,Cole,,3:06,N,"21,744",---,True,882,2017
61,201706080,boxscore,MIL,SFG,L,5,9,10,32-29,1,up 1.0,Melancon,Barnes,,4:22,D,"23,005",-,True,883,2017
62,201706080,boxscore,TBR,CHW,W,7,5,,31-31,4, 5.5,Odorizzi,Holland,Colome,3:09,N,"8,971",++,True,884,2017
